la,lo,s
"34.067","134.567","478950"
"32.917","132.7","478970"
"32.717","133.017","478980"
"33.25","134.183","478990"
"28.383","129.5","479090"
"27.833","128.883","479100"
"24.467","122.983","479110"
"24.433","123.767","479170"
"24.333","124.167","479180"
"24.8","125.283","479270"
"24.817","125.133","479276"
"26.333","126.8","479290"
"26.2","127.65","479300"
"26.35","127.767","479310"
"26.267","127.75","479330"
"26.3","127.767","479350"
"26.2","127.683","479360"
"26.6","127.967","479400"
"27.433","128.699","479420"
"25.833","131.233","479450"
"27.083","142.183","479710"
"24.783","141.317","479810"
"24.283","153.983","479910"
"16.9","96.183","480960"
"16.767","96.167","480970"
"19.3","97.833","483000"
"19.967","99.883","483030"
"9.467","100.05","483032"
"18.783","98.983","483270"
"18.283","99.517","483280"
"17.867","102.717","483520"
"17.45","101.733","483530"
"17.383","102.8","483540"
"17.383","102.8","483545"
"17.417","104.783","483570"
"9.467","100.05","483575"
"16.667","98.55","483750"
"16.883","99.15","483760"
"17.25","99.017","483770"
"16.783","100.267","483780"
"16.433","101.15","483790"
"16.483","99.533","483800"
"16.433","102.833","483810"
"16.233","103.067","483820"
"16.533","104.717","483830"
"16.332","103.583","483900"
"15.8","100.167","484000"
"15.233","100.283","484005"
"15.283","100.3","484006"
"15.8","102.033","484030"
"16.05","103.683","484050"
"15.25","104.867","484070"
"15.217","103.25","484075"
"17.233","99.817","484076"
"14.467","100.133","484250"
"14.8","100.617","484260"
"14.05","101.367","484300"
"14.967","102.083","484310"
"14.933","102.083","484316"
"14.883","103.5","484320"
"14.017","99.533","484500"
"13.733","100.567","484550"
"13.917","100.6","484560"
"13.367","100.983","484590"
"13.167","100.8","484600"
"12.917","100.867","484610"
"13.7","102.583","484620"
"13.15","100.067","484650"
"12.583","99.95","484750"
"12.683","100.983","484770"
"12.683","101","484775"
"12.633","101.35","484780"
"11.817","99.817","485000"
"11.767","102.883","485010"
"10.483","99.183","485170"
"9.983","98.617","485320"
"9.467","100.05","485500"
"9.117","99.15","485510"
"8.1","98.983","485576"
"9.55","100.067","485577"
"7.883","98.4","485640"
"8.132","98.317","485650"
"7.533","99.05","485660"
"7.517","99.617","485670"
"7.2","100.617","485680"
"6.917","100.433","485690"
"6.783","101.15","485800"
"6.417","101.817","485830"
"6.333","99.733","486000"
"5.3","100.267","486010"
"5.467","100.383","486020"
"2.45","103.833","486021"
"6.183","100.4","486022"
"4.567","101.083","486023"
"6.2","100.4","486030"
"6.167","102.283","486150"
"5.383","103.1","486180"
"5.333","103.133","486190"
"4.217","100.7","486200"
"4.567","101.1","486250"
"3.117","101.55","486470"
"3.133","101.55","486475"
"2.717","101.7","486500"
"3.783","103.217","486570"
"2.267","102.25","486650"
"2.45","103.833","486740"
"1.633","103.667","486790"
"1.367","103.917","486940"
"1.367","103.983","486980"
"1.417","103.867","486990"
"22.5","103.967","488030"
"21.333","103.9","488060"
"22.667","106.25","488080"
"22.15","105.833","488100"
"21.033","105.8","488200"
"20.433","106.15","488230"
"20.8","106.633","488260"
"21.833","106.767","488300"
"20.133","107.717","488390"
"19.75","105.783","488400"
"18.667","105.683","488450"
"18.35","105.9","488460"
"17.483","106.6","488480"
"16.817","107.1","488490"
"16.733","107.183","488510"
"16.55","107.383","488515"
"16.433","107.583","488520"
"16.517","107.467","488525"
"16.4","107.633","488526"
"16.067","108.35","488550"
"16.033","108.25","488561"
"16.55","111.617","488600"
"15.133","108.783","488630"
"14.817","108.967","488635"
"15.417","108.7","488640"
"13.983","108","488660"
"13.85","108.05","488665"
"13.967","108.667","488671"
"13.95","109.05","488676"
"14.467","109.033","488685"
"14.35","108.017","488695"
"13.767","109.217","488700"
"13.083","109.283","488730"
"12.683","108.083","488750"
"12.217","109.217","488770"
"11.75","108.383","488810"
"11.95","108.417","488815"
"11.467","107.8","488840"
"10.933","108.1","488870"
"11.817","106.967","488885"
"11.633","108.95","488896"
"11.267","106.317","488910"
"11.317","106.067","488915"
"11","106.7","488925"
"11.3","106.8","488926"
"10.983","106.517","488935"
"21.517","107.967","488960"
"10.967","106.817","488962"
"12","109.217","488970"
"10.817","106.667","489000"
"10.9","106.75","489005"
"11.667","106.667","489006"
"10.833","106.967","489015"
"10.367","107.1","489041"
"10","105.083","489070"
"10.25","105.95","489100"
"10.55","106.4","489105"
"10.05","105.767","489111"
"10.083","105.717","489125"
"9.6","105.967","489130"
"9.183","105.15","489140"
"10.217","103.967","489170"
"8.683","106.6","489180"
"8.65","111.917","489200"
"19.883","102.133","489300"
"19.467","103.133","489350"
"17.95","102.567","489400"
"16.55","104.65","489470"
"16.667","105","489480"
"15.117","105.783","489550"
"13.367","103.85","489660"
"11.55","104.85","489910"
"52.133","122.517","501360"
"51.717","126.65","503530"
"50.45","121.7","504340"
"50.25","127.45","504680"
"49.217","119.75","505270"
"49.2","123.717","505480"
"49.167","125.233","505570"
"49.433","127.35","505640"
"48.667","116.817","506030"
"48.767","121.917","506320"
"-26.317","-70.617","506390"
"48.05","125.883","506580"
"47.167","119.933","507270"
"47.383","123.917","507450"
"47.433","126.967","507560"
"47.717","128.9","507740"
"47.233","131.983","507880"
"-26.317","-70.617","508380"
"46.4","123.417","508440"
"46.383","125.317","508540"
"46.983","128.067","508620"
"-26.317","-70.617","508730"
"46.317","132.183","508880"
"45.517","116.967","509150"
"-26.317","-70.617","509360"
"45.083","124.867","509490"
"45.75","126.767","509530"
"45.967","128.733","509630"
"45.217","127.967","509680"
"45.283","130.949","509780"
"45.767","132.967","509830"
"48.05","86.35","510530"
"47.733","88.083","510760"
"46.983","89.517","510870"
"46.733","83","511330"
"46.783","85.717","511560"
"45.95","82.567","512320"
"45.6","84.85","512430"
"45.367","90.533","512880"
"44.617","82.9","513340"
"44.433","84.967","513460"
"44.3","86.033","513560"
"44.017","89.567","513790"
"43.95","81.333","514310"
"43.8","87.65","514630"
"43.9","87.467","514635"
"42.667","86.333","514670"
"43.217","91.733","514950"
"43.033","84.15","515420"
"42.05","86.567","515670"
"42.933","89.2","515730"
"41.267","80.233","516280"
"41.717","82.95","516440"
"41.75","86.133","516560"
"39.467","75.983","517090"
"40.933","78.45","517110"
"39.8","78.567","517160"
"40.5","81.05","517300"
"39","83.667","517470"
"40.633","87.7","517650"
"39.033","88.167","517770"
"-26.317","-70.617","518040"
"38.433","77.267","518110"
"37.617","78.283","518180"
"37.133","79.933","518280"
"37.067","82.717","518390"
"37.933","83.65","518480"
"38.15","85.55","518550"
"38.25","90.85","518860"
"-26.317","-70.617","518950"
"36.867","81.7","519310"
"43.6","95.133","521120"
"43.267","94.7","521180"
"42.817","93.517","522030"
"41.95","101.067","522670"
"41.783","95.133","523130"
"41.8","97.033","523230"
"41.367","102.367","523780"
"41.75","103.967","523910"
"40.15","94.683","524180"
"40.5","96","524240"
"40.267","97.033","524360"
"40.717","98.617","524410"
"40.4","99.8","524460"
"40.75","104.5","524950"
"39.767","98.483","525330"
"36.017","103.75","525331"
"-26.317","-70.617","525460"
"39.383","102.833","525760"
"38.833","93.383","526020"
"38.8","98.417","526330"
"38.817","100.4","526510"
"38.933","100.433","526520"
"38.8","101.083","526610"
"38.467","102.183","526740"
"-26.317","-70.617","526790"
"38.633","103.083","526810"
"37.067","92.867","527070"
"37.85","95.367","527130"
"37.367","97.367","527370"
"37.333","100.133","527540"
"37.367","101.617","527650"
"37.2","102.867","527870"
"36.417","94.9","528180"
"36.45","96.467","528250"
"36.3","98.1","528360"
"36.783","99.083","528420"
"36.35","100.783","528560"
"36.617","101.767","528660"
"35.217","93.083","529080"
"35.583","100.75","529550"
"35.267","100.65","529570"
"35.867","104.15","529830"
"35.383","105","529960"
"43.65","112","530680"
"44.617","114.15","530830"
"42.533","110.133","531490"
"44.017","114.95","531920"
"41.45","106.383","532310"
"42.4","112.9","532760"
"41.567","108.517","533360"
"41.7","110.433","533520"
"41.9","114","533910"
"-26.317","-70.617","534200"
"40.567","109.983","534460"
"40.817","111.683","534630"
"41.033","113.067","534800"
"40.1","113.333","534870"
"39.783","105.75","535020"
"40.767","107.4","535130"
"39.1","107.983","535290"
"39.833","109.983","535430"
"-26.317","-70.617","535460"
"39.383","111.15","535640"
"38.95","113.517","535880"
"39.833","114.567","535930"
"38.467","106.2","536140"
"38.233","109.7","536460"
"38.75","112.7","536730"
"38.033","114.417","536980"
"37.483","105.683","537050"
"37.8","107.383","537230"
"37.15","108.383","537380"
"37.5","111.1","537640"
"37.783","112.55","537720"
"37.067","112.983","537870"
"37.067","114.5","537980"
"36.767","107.2","538210"
"36.6","109.5","538450"
"37.033","111.917","538630"
"-26.317","-70.617","538680"
"36.2","113.117","538870"
"36.05","114.4","538980"
"35.55","106.667","539150"
"35.733","107.633","539230"
"35.217","107.8","539290"
"35.167","109.05","539470"
"35.05","111.05","539590"
"35.483","112.4","539750"
"-26.317","-70.617","539860"
"44.583","117.6","540120"
"44.567","120.9","540260"
"43.983","119.4","540270"
"44.25","123.967","540490"
"44.567","129.6","540940"
"44.383","131.15","540960"
"43.95","116.117","541020"
"43.6","118.067","541150"
"43.6","122.267","541350"
"43.183","124.333","541570"
"43.9","125.217","541610"
"46.017","126.583","541611"
"-26.317","-70.617","541810"
"43.367","128.199","541860"
"42.183","116.467","542080"
"42.267","118.967","542180"
"42.333","120.7","542260"
"42.417","122.533","542360"
"42","121.633","542370"
"42.1","124.95","542590"
"-26.317","-70.617","542660"
"42.983","126.75","542730"
"42.867","129.5","542920"
"41.217","116.633","543080"
"41.933","117.75","543110"
"41.55","120.45","543240"
"41.133","121.117","543370"
"41.733","123.517","543420"
"41.633","123.483","543424"
"41.317","123.783","543460"
"41.717","126.917","543740"
"41.1","126.15","543770"
"41.35","128.167","543860"
"40.783","114.883","544010"
"40.4","115.5","544050"
"40.983","117.95","544230"
"40.4","118.95","544360"
"40","119.75","544490"
"40.667","122.2","544710"
"40.883","123.9","544830"
"40.717","124.783","544930"
"40.05","124.333","544970"
"39.933","116.283","545110"
"39.1","117.167","545270"
"39.117","117.333","545273"
"39.667","118.15","545340"
"39.433","118.9","545390"
"-26.317","-70.617","545840"
"39.05","123.217","545870"
"38.85","115.567","546020"
"38.333","116.833","546160"
"38.083","116.55","546180"
"38.167","120.767","546560"
"38.9","121.633","546620"
"37.367","115.383","547050"
"37.433","116.317","547140"
"37.333","116.567","547150"
"37.5","117.533","547250"
"37.933","120.717","547510"
"37.617","120.317","547530"
"-26.317","-70.617","547650"
"37.4","122.683","547760"
"36.233","115.667","548080"
"36.6","117.05","548230"
"36.25","117.1","548260"
"36.183","118.15","548360"
"36.767","119.183","548430"
"36.067","120.333","548570"
"36.767","121.167","548630"
"-26.317","-70.617","548710"
"35.25","115.433","549060"
"35.067","115.567","549090"
"35.567","116.85","549160"
"35.25","117.95","549290"
"35.05","118.35","549380"
"35.433","119.533","549450"
"32.5","80.083","552280"
"31.367","90.017","552790"
"31.483","92.067","552990"
"30.95","88.633","554720"
"29.25","88.883","555780"
"29.667","91.133","555910"
"28.633","87.083","556640"
"28.417","92.467","556960"
"27.733","89.083","557730"
"34.217","92.433","560040"
"32.9","95.3","560180"
"34.133","95.783","560210"
"33.017","97.017","560290"
"34.917","98.217","560330"
"33.8","97.133","560340"
"33.75","99.65","560460"
"34.733","101.6","560650"
"33.467","101.483","560670"
"33.583","102.967","560790"
"35","102.9","560800"
"34.717","104.883","560930"
"33.4","104.917","560960"
"31.883","93.783","561060"
"31.417","95.6","561160"
"32.25","96.217","561250"
"31.15","97.167","561370"
"31.8","98.567","561440"
"31.617","100","561460"
"32.283","100.333","561520"
"30.983","101.117","561670"
"31.9","102.233","561720"
"31.85","102.7","561730"
"31.017","102.367","561780"
"32.65","103.567","561820"
"-26.317","-70.617","561830"
"30.7","103.833","561870"
"32.417","104.517","561930"
"31.45","104.733","561960"
"30","99.1","562470"
"30","100.267","562570"
"29.983","103","562870"
"30.667","104.017","562940"
"29.567","94.467","563120"
"29.05","100.3","563570"
"30.05","101.967","563740"
"29.517","103.333","563850"
"28.45","98.883","564440"
"29","101.5","564620"
"28.8","104.6","564920"
"27.9","102.267","565710"
"27.333","103.75","565860"
"26.833","100.467","566510"
"26.65","102.25","566710"
"26.417","103.283","566840"
"26.867","104.283","566910"
"25.117","98.483","567390"
"25.117","99.183","567480"
"25.7","100.183","567510"
"25.733","101.867","567630"
"25.017","101.517","567680"
"25.017","102.683","567780"
"25.583","103.833","567860"
"24.017","97.833","568380"
"24.533","103.767","568860"
"23.567","99.083","569450"
"23.55","99.4","569460"
"23.95","100.217","569510"
"22.567","99.933","569540"
"22","100.783","569590"
"22.767","100.983","569640"
"23.6","101.983","569660"
"21.5","101.583","569690"
"22.617","101.817","569770"
"23.383","103.383","569850"
"23.583","103.867","569860"
"34.583","105.75","570060"
"34.567","105.867","570140"
"34.35","107.133","570160"
"34.8","107.867","570230"
"34.517","107.383","570250"
"34.3","108.933","570360"
"34.483","110.083","570460"
"34.05","111.033","570670"
"34.817","112.433","570710"
"34.667","112.417","570730"
"34.717","113.65","570830"
"33.75","105.75","571060"
"33.067","107.033","571270"
"34.433","108.967","571310"
"33.45","108.25","571340"
"33.417","109.15","571440"
"33.033","112.583","571780"
"33.783","114.517","571930"
"32.067","108.033","572370"
"32.717","109.033","572450"
"32.033","110.767","572590"
"32.383","111.667","572650"
"32.15","112.667","572790"
"33","114.017","572900"
"32.133","114.05","572970"
"31.583","105.967","573060"
"31.2","107.5","573280"
"31.017","109.533","573480"
"31.167","112.567","573780"
"31.183","114.967","573990"
"30.8","106.083","574110"
"30.683","107.8","574260"
"30.283","109.467","574470"
"30.7","111.3","574610"
"30.333","112.183","574760"
"30.617","114.133","574940"
"18.3","109.417","574941"
"29.583","105.05","575040"
"29.517","106.483","575150"
"29.583","106.467","575160"
"29.4","110.167","575540"
"29.383","113.083","575840"
"29.033","114.583","575980"
"28.883","105.433","576020"
"28.783","105.383","576040"
"28.95","107.15","576220"
"28.833","108.767","576330"
"28.467","110.4","576550"
"29.05","111.683","576620"
"28.2","113.083","576790"
"28.233","112.867","576870"
"27.3","105.233","577070"
"27.7","106.883","577130"
"27.95","108.25","577310"
"27.45","109.683","577450"
"27.233","111.467","577660"
"27.3","112.7","577760"
"27.8","114.383","577930"
"27.117","114.967","577990"
"26.583","106.733","578160"
"26.967","108.667","578320"
"26.167","109.783","578450"
"26.733","110.633","578530"
"26.233","111.617","578660"
"25.433","105.183","579020"
"25.433","106.767","579160"
"25.833","107.55","579220"
"25.967","108.533","579320"
"25.333","110.3","579570"
"25.8","113.033","579720"
"25.867","115","579930"
"34.283","117.15","580270"
"34.833","119.133","580400"
"33.883","115.767","581020"
"33.667","119.033","581410"
"33.6","119.033","581440"
"33.767","120.25","581500"
"32.867","115.733","582030"
"32.167","115.667","582080"
"32.95","117.367","582210"
"32","118.8","582380"
"32.85","120.283","582510"
"32.067","121.6","582650"
"31.4","116.333","583140"
"31.867","117.233","583210"
"31.133","121.783","583211"
"31.333","118.35","583340"
"31.333","118.35","583380"
"31.767","119.95","583430"
"31.433","119.483","583450"
"31.4","121.467","583620"
"31.167","121.433","583670"
"30.533","117.05","584240"
"30.133","118.15","584370"
"30.35","119.417","584450"
"30.233","120.167","584570"
"30.733","122.45","584720"
"30.717","122.817","584730"
"30.033","122.117","584770"
"-26.317","-70.617","585020"
"29.583","115.983","585060"
"29.3","117.2","585270"
"29.6","120.817","585560"
"29.2","121.95","585690"
"28.6","115.917","586060"
"28.967","118.867","586330"
"28.45","119.917","586460"
"28.817","120.917","586530"
"28.017","120.667","586590"
"28.85","121.133","586600"
"28.617","121.417","586650"
"28.45","121.883","586660"
"27.583","116.65","587150"
"27.333","117.467","587250"
"27.95","117.833","587260"
"27.767","118.033","587300"
"27.917","118.533","587310"
"27.783","120.65","587520"
"27.333","120.2","587540"
"27.467","121.05","587650"
"26.85","116.333","588130"
"26.633","118","588340"
"26.083","119.283","588470"
"26.167","119.933","588490"
"27","120.7","588530"
"25.85","116.367","589110"
"25.967","117.35","589210"
"25.3","117.4","589260"
"25.1","117.017","589270"
"25.717","118.1","589310"
"25.517","119.783","589440"
"25.05","121.217","589650"
"25.033","121.517","589680"
"25.633","122.067","589740"
"24.067","105.067","590070"
"24.7","108.05","590230"
"24.35","109.4","590460"
"24.2","110.517","590580"
"24.783","112.383","590720"
"24.8","113.583","590820"
"23.867","113.533","590870"
"24.367","114.483","590960"
"24.95","115.65","591020"
"24.3","116.117","591170"
"24.483","118.083","591340"
"24.15","120.683","591580"
"23.3","105.95","592090"
"23.9","106.6","592110"
"23.4","110.083","592540"
"23.483","111.3","592650"
"23.05","112.467","592780"
"23.167","113.333","592870"
"28.233","112.867","592871"
"23.8","114.733","592930"
"23.4","116.683","593160"
"-26.317","-70.617","593210"
"23.517","119.567","593450"
"23.517","120.8","593530"
"23","120.217","593580"
"24.017","121.617","593620"
"22.367","106.75","594170"
"22.633","108.217","594310"
"22.35","110.933","594560"
"22.267","112.783","594780"
"22.55","114.1","594930"
"22.783","115.367","595010"
"22","120.75","595590"
"22.75","121.15","595620"
"22.033","121.55","595670"
"21.95","108.617","596320"
"21.483","109.1","596440"
"21.033","109.117","596470"
"21.217","110.4","596580"
"21.867","111.967","596630"
"21.733","112.767","596730"
"20.033","110.35","597580"
"20.667","116.717","597920"
"19.1","108.617","598380"
"19.517","109.583","598450"
"19.233","110.467","598550"
"18.233","109.517","599480"
"16.833","112.333","599810"
"16.533","111.617","599850"
"10.383","114.367","599970"
"27.817","-17.883","600010"
"28.617","-17.75","600050"
"28.033","-17.217","600070"
"28.467","-16.317","600150"
"28.45","-16.25","600200"
"28.417","-16.75","600214"
"28.05","-16.567","600250"
"27.933","-15.383","600300"
"27.167","-13.217","600330"
"28.45","-13.867","600350"
"28.95","-13.6","600400"
"23.717","-15.933","600960"
"35.733","-5.9","601010"
"35.183","-6.133","601050"
"35.183","-3.85","601070"
"34.783","-1.933","601150"
"34.217","-4","601270"
"34.05","-6.767","601350"
"34.233","-6.05","601360"
"33.933","-4.983","601410"
"33.883","-5.533","601500"
"33.567","-7.667","601550"
"33.367","-7.583","601560"
"33.5","-5.167","601600"
"32.283","-9.233","601850"
"32.533","-6.283","601900"
"32.366","-6.4","601910"
"34.983","-3.017","602001"
"-10.583","142.3","602051"
"31.933","-4.4","602100"
"31.517","-9.783","602200"
"31.617","-8.032","602300"
"30.383","-9.567","602500"
"30.317","-9.4","602520"
"30.933","-6.9","602650"
"35.583","-5.333","603180"
"35.283","-2.95","603380"
"34.983","-3.017","603400"
"36.8","5.883","603510"
"36.883","6.9","603550"
"36.833","7.817","603600"
"36.683","3.217","603900"
"36.717","5.067","604020"
"36.283","6.617","604190"
"36.183","5.25","604450"
"35.817","-0.267","604520"
"35.883","0.117","604570"
"32.917","3.3","604591"
"35.75","6.317","604680"
"35.417","8.117","604750"
"35.633","-0.6","604900"
"35.733","0.55","604920"
"35.217","0.15","605070"
"35.35","1.467","605110"
"34.8","5.733","605250"
"35.017","-1.467","605310"
"34.333","3.383","605350"
"34.867","0.15","605360"
"33.767","2.933","605450"
"33.583","-0.283","605490"
"33.667","1","605500"
"33.117","6.133","605550"
"33.5","6.783","605590"
"32.4","3.8","605660"
"31.5","-2.25","605710"
"31.933","5.4","605800"
"30.567","2.867","605900"
"28.05","9.633","606110"
"26.5","8.417","606400"
"24.267","9.467","606700"
"22.8","5.433","606800"
"22.8","5.45","606805"
"36.95","8.75","607100"
"37.25","9.8","607140"
"36.833","10.233","607150"
"36.85","11.083","607200"
"36.483","8.8","607250"
"36.467","10.7","607280"
"36.067","9.367","607340"
"35.667","10.1","607350"
"35.55","8.683","607380"
"35.667","10.75","607400"
"35.767","10.75","607401"
"35.75","10.75","607403"
"34.417","8.817","607450"
"35","9.483","607480"
"34.717","10.683","607500"
"33.917","8.167","607600"
"33.883","10.1","607650"
"33.867","10.767","607690"
"33.35","10.483","607700"
"32.317","10.4","607750"
"16.967","7.967","610240"
"14.2","1.45","610360"
"14.9","5.25","610430"
"13.483","2.167","610520"
"13.8","5.25","610750"
"13.467","7.083","610800"
"13.783","8.983","610900"
"12.983","8.933","610910"
"13.233","11.983","610960"
"11.883","3.45","610990"
"-13.983","33.633","612190"
"16.267","-0.05","612260"
"15.867","2.217","612500"
"-13.983","33.633","612900"
"12.533","-7.95","612910"
"20.933","-17.033","614150"
"20.517","-13.067","614210"
"18.1","-15.95","614420"
"16.05","-16.45","616000"
"15.383","-15.117","616270"
"15.65","-13.25","616300"
"14.733","-17.5","616410"
"14.133","-16.067","616790"
"13.767","-13.683","616870"
"12.55","-16.267","616950"
"13.2","-16.633","617010"
"9.567","-13.617","618320"
"-7.967","-14.4","619020"
"7.3","72.4","619670"
"-10.433","56.75","619740"
"-15.8","54.5","619760"
"-20.883","55.517","619800"
"-16.45","59.617","619860"
"-19.683","63.417","619880"
"-20.433","57.683","619900"
"-20.3","57.5","619950"
"31.867","10.983","620020"
"32.883","12.083","620070"
"32.7","13.083","620100"
"32.417","15.05","620160"
"31.2","16.583","620190"
"32.1","20.267","620530"
"30.717","20.167","620550"
"32.8","21.883","620560"
"32.783","22.583","620590"
"31.85","23.917","620630"
"29.117","15.933","621310"
"29.033","21.567","621610"
"29.75","24.533","621760"
"31.333","27.217","623060"
"30.933","28.467","623090"
"31.2","29.95","623180"
"31.55","31.1","623250"
"31.283","32.232","623320"
"31.267","32.299","623330"
"31.083","33.817","623360"
"31.083","33.817","623370"
"30.917","29.683","623601"
"30.133","31.4","623660"
"30.583","32.25","623662"
"27.283","33.733","623680"
"27.283","33.733","624380"
"30.6","32.25","624400"
"29.917","33.733","624520"
"19.583","37.217","626410"
"15.6","32.549","627210"
"15.467","36.4","627300"
"13.483","22.45","627700"
"13.167","30.233","627710"
"13.167","32.667","627720"
"9.55","31.65","628400"
"4.867","31.6","629410"
"11.55","43.15","631250"
"11.55","43.15","631260"
"3.117","35.617","636120"
"3.533","39.033","636190"
"3.933","41.867","636240"
"2.3","37.9","636410"
"1.016","35","636610"
"1.75","40.067","636710"
"0.533","35.283","636860"
"0.083","37.65","636950"
"0.05","32.45","637050"
"-0.1","34.75","637080"
"-0.667","34.783","637090"
"-0.267","36.1","637140"
"-0.5","37.45","637200"
"-0.467","39.633","637230"
"-1.5","33.8","637330"
"-1.317","36.917","637400"
"-2.467","32.917","637560"
"-2.283","37.833","637660"
"-3.333","36.633","637890"
"-3.417","37.067","637910"
"-3.4","38.567","637930"
"-4.883","29.667","638010"
"-4.033","39.617","638200"
"-6.167","35.767","638620"
"-6.217","39.217","638700"
"-6.867","39.2","638940"
"-10.267","40.183","639710"
"-4.667","55.517","639800"
"-4.383","15.433","642100"
"-4.817","11.9","644000"
"-4.25","15.25","644500"
"0.45","9.417","645000"
"-0.7","8.75","645010"
"4.4","18.517","646500"
"12.133","15.033","647000"
"4","9.733","649100"
"9.35","2.617","653300"
"6.35","2.383","653440"
"6.167","1.25","653870"
"5.6","-0.167","654720"
"13.567","-2.417","655020"
"12.35","-1.517","655030"
"12.467","-3.483","655050"
"12.033","0.367","655070"
"11.167","-4.317","655100"
"11.75","-2.933","655160"
"11.15","-1.15","655180"
"10.333","-3.183","655220"
"9.417","-5.617","655360"
"7.383","-7.517","655480"
"5.25","-3.933","655780"
"5.3","-3.3","655850"
"4.417","-7.367","655920"
"6.25","-10.35","656600"
"-5.55","12.183","661040"
"-8.85","13.233","661600"
"-9.55","16.367","662150"
"-9.65","20.4","662260"
"-10.7","13.75","662400"
"-11.783","19.917","662850"
"-12.367","13.533","663050"
"-12.8","15.75","663180"
"-14.65","17.683","664100"
"-15.2","12.15","664220"
"-15.833","20.35","664470"
"-12.8","45.283","670050"
"-12.35","49.3","670090"
"-15.667","46.35","670270"
"-18.8","47.483","670830"
"-18.117","49.4","670950"
"-25.033","46.95","671970"
"-15.1","39.283","672370"
"-19.8","34.9","672970"
"-25.917","32.567","673410"
"-15.317","28.45","676650"
"-16.517","28.883","677610"
"-16.833","29.617","677650"
"-17.917","31.133","677750"
"-16.783","31.583","677790"
"-17.417","32.217","677810"
"-18.933","29.833","678650"
"-19.45","29.85","678670"
"-18.317","29.883","678690"
"-18.183","31.467","678770"
"-18.533","32.133","678810"
"-18.983","32.45","678850"
"-20.15","28.617","679640"
"-20.017","28.617","679650"
"-21.05","29.367","679690"
"-20.067","30.867","679750"
"-21.017","31.583","679770"
"-20.2","32.616","679830"
"-22.217","30","679910"
"-19.6","18.117","680140"
"-17.917","19.767","680180"
"-21.7","21.65","680240"
"-18.367","21.85","680260"
"-17.817","25.15","680290"
"-19.983","23.417","680320"
"-20.467","25.983","680380"
"-21.417","25.6","680400"
"-21.217","27.5","680540"
"-22.883","14.433","681040"
"-22.567","17.1","681100"
"-22.483","17.467","681120"
"-22.467","18.967","681160"
"-23.867","29.45","681740"
"-24.6","24.667","682340"
"-24.55","25.917","682400"
"-25.817","25.55","682420"
"-25.733","28.183","682620"
"-25.917","28.217","682630"
"-25.933","27.917","682635"
"-26.5","29.983","682670"
"-23.083","26.8","682675"
"-23.85","29.45","682677"
"-26.633","15.1","683000"
"-26.533","18.117","683120"
"-26.15","28.233","683680"
"-26.533","31.3","683960"
"-28.567","16.533","684060"
"-28.4","21.267","684240"
"-28.8","24.767","684380"
"-29.1","26.3","684420"
"-28.25","28.333","684610"
"-29.667","17.9","685120"
"-30.65","24","685380"
"-29.967","30.95","685880"
"-31.467","19.767","686180"
"-31.533","28.667","686680"
"-32.833","17.85","687120"
"-32.35","22.583","687280"
"-33.967","18.6","688160"
"-34.017","22.383","688280"
"-33.983","25.617","688420"
"-33.033","27.833","688580"
"-40.35","-9.883","689060"
"-34.35","18.5","689160"
"-34.183","22.15","689280"
"-46.883","37.867","689940"
"32.35","-106.367","690014"
"52.8","173.167","690020"
"36.683","-121.767","690070"
"35.75","43.25","690110"
"33.676","-117.731","690140"
"34.3","-116.167","690150"
"33.7","-117.833","690160"
"32.433","-99.85","690190"
"48.35","-122.65","690230"
"52.8","173.167","690514"
"33.017","39.933","691000"
"39.467","-76.167","691174"
"33.783","42.433","691194"
"37","35.433","691464"
"52.8","173.167","691494"
"38.767","-27.1","691784"
"44.533","18.717","691810"
"35.767","43.117","692554"
"52.8","173.167","697040"
"52.8","173.167","697564"
"34.667","43.533","697654"
"36.283","42.4","697774"
"36.3","43.15","697884"
"35.467","44.35","697924"
"52.8","173.167","698064"
"32.65","-114.617","699604"
"60.783","-148.833","700001"
"71.287","-156.763","700260"
"70.317","-149.583","700634"
"70.192","-148.477","700637"
"70.133","-143.633","700860"
"68.883","-166.133","701040"
"68.35","-166.8","701043"
"52.8","173.167","701160"
"65.567","-167.917","701170"
"66.885","-162.597","701330"
"66.083","-162.75","701333"
"67.733","-164.55","701486"
"69.367","-152.133","701620"
"66","-153.7","701730"
"66.916","-151.509","701740"
"65.174","-152.107","701780"
"66.567","-145.267","701940"
"64.513","-165.443","702000"
"64.7","-162.05","702031"
"63.317","-168.967","702060"
"63.883","-160.8","702070"
"61.783","-166.033","702120"
"60.786","-161.826","702190"
"64.733","-156.933","702220"
"62.953","-155.603","702310"
"62.883","-155.967","702315"
"61.1","-155.567","702350"
"62.1","-152.75","702490"
"62.322","-150.092","702510"
"60.58","-151.239","702590"
"64.55","-149.083","702600"
"64.817","-147.855","702610"
"64.833","-147.617","702615"
"63.333","-149.133","702640"
"63.883","-149.017","702647"
"64.65","-147.067","702650"
"63.995","-145.718","702670"
"61.267","-149.65","702700"
"62.16","-145.458","702710"
"61.817","-147.55","702716"
"61.25","-149.8","702720"
"61.183","-149.967","702725"
"61.175","-149.993","702730"
"61.217","-149.85","702735"
"61.6","-149.083","702740"
"61.133","-146.35","702750"
"61.133","-146.25","702756"
"60.767","-148.683","702757"
"70.333","-150.933","702758"
"7.333","134.483","702759"
